Legend:,Control Before Study,Control After Study,Patients Before Study,Patients After Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uniqueID,UP name,Lineage( full ),Median_Control_Before_Diet,Mean_Control_Before_Diet,Standard_Deviation_Control_Before_Diet,Interquartile_Range_Control_Before_Diet,Range_Control_Before_Diet,0%_Control_Before_Diet,25%_Control_Before_Diet,50%_Control_Before_Diet,75%_Control_Before_Diet,100%_Control_Before_Diet,Median_Control_After_Diet,Mean_Control_After_Diet,Standard_Deviation_Control_After_Diet,Interquartile_Range_Control_After_Diet,Range_Control_After_Diet,0%_Control_After_Diet,25%_Control_After_Diet,50%_Control_After_Diet,75%_Control_After_Diet,100%_Control_After_Diet,Median_Patient_Before_Diet,Mean_Patient_Before_Diet,Standard_Deviation_Patient_Before_Diet,Interquartile_Range_Patient_Before_Diet,Range_Patient_Before_Diet,0%_Patient_Before_Diet,25%_Patient_Before_Diet,50%_Patient_Before_Diet,75%_Patient_Before_Diet,100%_Patient_Before_Diet,Median_Patient_After_Diet,Mean_Patient_After_Diet,Standard_Deviation_Patient_After_Diet,Interquartile_Range_Patient_After_Diet,Range_Patient_After_Diet,0%_Patient_After_Diet,25%_Patient_After_Diet,50%_Patient_After_Diet,75%_Patient_After_Diet,100%_Patient_After_Diet
UP000255401_CP011073,Bacteroides fragilis,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.00021,0.000302727,0.00027986,0.00019,0.00081,7.00E-05,0.00013,0.00021,0.00032,0.00088,0.00032,0.000592,0.000836618,0.000355,0.00281,3.00E-05,0.0001575,0.00032,0.0005125,0.00284,0.00295,0.017979167,0.032196401,0.02013,0.10803,1.00E-04,0.00034,0.00295,0.02047,0.10813,0.00153,0.022079167,0.046100205,0.0130225,0.15732,0.00013,0.000525,0.00153,0.0135475,0.15745
UP000064844_CP011307,Intestinimonas butyriciproducens,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; Intestinimonas,0.00293,0.003044545,0.002527312,0.004215,0.0067,0.00041,0.000615,0.00293,0.00483,0.00711,0.00195,0.002685,0.002224167,0.0013725,0.00691,0.00058,0.001525,0.00195,0.0028975,0.00749,0.00206,0.00226,0.00168053,0.0017875,0.00582,0.00019,0.0011375,0.00206,0.002925,0.00601,0.002505,0.0037125,0.003834068,0.0023825,0.01225,1.00E-04,0.001505,0.002505,0.0038875,0.01235
UP000004019_CP011531,Bacteroides dorei CL03T12C01,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides dorei,0.00148,0.001862727,0.001523109,0.00219,0.00486,0.00033,0.00073,0.00148,0.00292,0.00519,0.0018,0.002313,0.002000267,0.0025075,0.00592,0.00011,0.00077,0.0018,0.0032775,0.00603,0.00194,0.003594167,0.004284247,0.00203,0.01542,0.00093,0.00164,0.00194,0.00367,0.01635,0.003135,0.005519167,0.005946165,0.0043075,0.0219,0.00051,0.0022475,0.003135,0.006555,0.02241
UP000232402_CP011964,Bifidobacterium longum,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum,0.00016,0.000292727,0.000274302,0.00038,0.00072,3.00E-05,7.50E-05,0.00016,0.000455,0.00075,9.50E-05,0.000189,0.000251813,9.25E-05,0.00085,4.00E-05,8.25E-05,9.50E-05,0.000175,0.00089,0.00037,0.00072,0.001032121,0.0006175,0.00378,2.00E-05,0.0001375,0.00037,0.000755,0.0038,5.50E-05,0.000359167,0.000801957,0.000165,0.00277,0,0,5.50E-05,0.000165,0.00277
UP000188159_CP012098,Anaerostipes hadrus,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes,0.00912,0.015389091,0.015877304,0.011925,0.04751,0.00197,0.006195,0.00912,0.01812,0.04948,0.0085,0.014942,0.019698327,0.00335,0.06746,0.00164,0.007225,0.0085,0.010575,0.0691,0.006545,0.008071667,0.006328709,0.00992,0.01804,0.00087,0.0025625,0.006545,0.0124825,0.01891,0.002365,0.0019,0.00101918,0.001705,0.00278,0.00041,0.0009475,0.002365,0.0026525,0.00319
UP000061809_CP012801,Bacteroides cellulosilyticus,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.00338,0.017845455,0.028464876,0.018015,0.08787,0.00029,0.00158,0.00338,0.019595,0.08816,0.004775,0.008375,0.013024247,0.004415,0.04406,0.00039,0.0021625,0.004775,0.0065775,0.04445,0.003655,0.007350833,0.008559456,0.00705,0.02798,0.00108,0.0021825,0.003655,0.0092325,0.02906,0.005535,0.0589725,0.117656801,0.027495,0.37742,0.00057,0.00215,0.005535,0.029645,0.37799
UP000066931_CP012937,Bacteroides thetaiotaomicron 7330,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.00467,0.009572727,0.011254136,0.009005,0.03428,0.00153,0.00194,0.00467,0.010945,0.03581,0.007025,0.011924,0.011431479,0.009055,0.03577,0.00038,0.00509,0.007025,0.014145,0.03615,0.01002,0.03132,0.076457813,0.0084625,0.27087,0.00176,0.00338,0.01002,0.0118425,0.27263,0.00981,0.019493333,0.035260756,0.0089475,0.12845,0.00151,0.005325,0.00981,0.0142725,0.12996
UP000005475_CP012938,Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / NCTC 11153),Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.00792,0.014857273,0.015640521,0.01632,0.05307,0.00186,0.0058,0.00792,0.02212,0.05493,0.01553,0.022209,0.022968308,0.0149475,0.07322,0.00059,0.007345,0.01553,0.0222925,0.07381,0.01383,0.019209167,0.020229101,0.0131175,0.06847,0.00038,0.00635,0.01383,0.0194675,0.06885,0.03629,0.067868333,0.087982828,0.0708275,0.31989,1.00E-04,0.02209,0.03629,0.0929175,0.31999
UP000061587_CP013020,Bacteroides vulgatus mpk,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.02399,0.043106364,0.043608414,0.048875,0.14243,0.00461,0.01418,0.02399,0.063055,0.14704,0.065295,0.066203,0.052392892,0.08666,0.13662,0.0049,0.0180025,0.065295,0.1046625,0.14152,0.047605,0.045163333,0.043460294,0.0615325,0.14473,0.00122,0.004715,0.047605,0.0662475,0.14595,0.034095,0.0597,0.061471249,0.0988625,0.18448,0.00075,0.006995,0.034095,0.1058575,0.18523
UP000189432_CP013196,Clostridioides difficile (Peptoclostridium difficile),Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides,0.00057,0.000550909,0.000285253,0.000435,0.00082,0.00019,3.00E-04,0.00057,0.000735,0.00101,0.00048,0.000537,0.000363747,0.000435,0.00117,0.00011,0.0002725,0.00048,0.0007075,0.00128,0.000605,0.000815833,0.000714848,0.0007375,0.00212,0.00014,0.0002725,0.000605,0.00101,0.00226,0.000425,0.000510833,0.000386933,0.00036,0.00128,1.00E-04,0.0002725,0.000425,0.0006325,0.00138
UP000092631_CP015401,Bacteroides caecimuris,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.0022,0.002236364,0.001623947,0.00229,0.00512,0.00042,0.00095,0.0022,0.00324,0.00554,0.001525,0.003026,0.003083217,0.0035325,0.00958,0.00016,0.00102,0.001525,0.0045525,0.00974,0.00297,0.003991667,0.003430449,0.001945,0.01214,0.00117,0.002,0.00297,0.003945,0.01331,0.00547,0.006086667,0.003103606,0.0050675,0.00813,0.00238,0.0037325,0.00547,0.0088,0.01051
UP000092604_CP015404,Erysipelotrichaceae bacterium I46,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; unclassified Erysipelotrichaceae; unclassified Erysipelotrichaceae (miscellaneous),0.00038,0.001129091,0.001994816,0.00054,0.00687,0.00021,0.00033,0.00038,0.00087,0.00708,0.00075,0.000825,0.000474652,0.000715,0.00144,0.00019,0.000445,0.00075,0.00116,0.00163,0.004555,0.0104275,0.013085977,0.01252,0.04155,0.00063,0.001575,0.004555,0.014095,0.04218,0.002325,0.00433,0.005340194,0.003335,0.01924,0.00016,0.0014825,0.002325,0.0048175,0.0194
UP000092639_CP015406,Flavonifractor plautii YL31,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Flavonifractor,0.00167,0.002951818,0.002534028,0.002525,0.00741,0.00081,0.00148,0.00167,0.004005,0.00822,0.00193,0.002072,0.001104222,0.0012125,0.00369,0.00029,0.0015025,0.00193,0.002715,0.00398,0.006425,0.0078175,0.006665859,0.012245,0.01721,0.00088,0.0017125,0.006425,0.0139575,0.01809,0.015285,0.018556667,0.026111381,0.0161075,0.09668,0.00022,0.0037925,0.015285,0.0199,0.0969
UP000235992_CP015409,Akkermansia muciniphila YL44,cellular organisms; Bacteria; PVC group; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia,0.00766,0.030419091,0.047520308,0.040465,0.12854,2.00E-05,0.00015,0.00766,0.040615,0.12856,0.0044,0.021283,0.036519899,0.01861,0.11305,1.00E-05,0.00065,0.0044,0.01926,0.11306,0.004185,0.017386667,0.029214521,0.0232575,0.09974,0,0.000325,0.004185,0.0235825,0.09974,0.00319,0.024113333,0.048489568,0.015265,0.16382,1.00E-05,0.0009425,0.00319,0.0162075,0.16383
UP000232133_CP017803,Methanobrevibacter smithii KB11,cellular organisms; Archaea; Euryarchaeota; Methanomada group; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter,0.00021,0.003770909,0.006131116,0.003725,0.01767,0,5.00E-06,0.00021,0.00373,0.01767,0.001865,0.004024,0.006886323,0.0041475,0.02272,0,9.75E-05,0.001865,0.004245,0.02272,0,0.005960833,0.013843207,0.0008275,0.04402,0,0,0,0.0008275,0.04402,0,0.002595833,0.005596631,0.0005625,0.01562,0,0,0,0.0005625,0.01562
UP000232891_CP020369,Pseudomonas tolaasii,cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group,1.00E-05,1.45E-05,8.20E-06,1.00E-05,3.00E-05,0,1.00E-05,1.00E-05,2.00E-05,3.00E-05,1.50E-05,2.20E-05,2.53E-05,1.00E-05,9.00E-05,0,1.00E-05,1.50E-05,2.00E-05,9.00E-05,1.00E-05,9.17E-06,9.00E-06,2.00E-05,2.00E-05,0,0,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,9.53E-06,1.25E-05,3.00E-05,0,0,1.00E-05,1.25E-05,3.00E-05
UP000001377_CP021140,Eggerthella lenta (strain ATCC 25559 / DSM 2243 / JCM 9979 / NCTC 11813 / VPI 0255) (Eubacterium lentum),cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Eggerthellales; Eggerthellaceae; Eggerthella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP000003325_CP022412,Bacteroides caccae ATCC 43185,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,0.00887,0.025477273,0.049650759,0.01117,0.17058,0.0036,0.00646,0.00887,0.01763,0.17418,0.009325,0.013751,0.016971042,0.0091,0.05829,0.00116,0.00458,0.009325,0.01368,0.05945,0.03605,0.079000833,0.111476891,0.0836675,0.3437,0.00017,0.00712,0.03605,0.0907875,0.34387,0.022355,0.0464775,0.078528088,0.03124,0.27643,0.00015,0.001965,0.022355,0.033205,0.27658
UP000003755_CP022413,Blautia hansenii DSM 20583,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia hansenii,0.00129,0.001343636,0.000606272,0.00085,0.0019,0.00058,0.00085,0.00129,0.0017,0.00248,0.00178,0.001677,0.000671368,0.00093,0.00193,7.00E-04,0.0011925,0.00178,0.0021225,0.00263,0.00149,0.003420833,0.004888555,0.001535,0.01554,0.00055,0.00077,0.00149,0.002305,0.01609,0.001075,0.0042975,0.009790796,0.00165,0.03492,0.00029,0.0007625,0.001075,0.0024125,0.03521
UP000005396_CP022464,Clostridium bolteae (strain ATCC BAA-613 / WAL 16351),cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium,0.00189,0.002424545,0.001670828,0.00176,0.00579,0.00082,0.001295,0.00189,0.003055,0.00661,0.001935,0.002003,0.000563975,0.00053,0.00204,0.00094,0.001805,0.001935,0.002335,0.00298,0.003835,0.010776667,0.014736576,0.0079825,0.0402,0.00169,0.0022275,0.003835,0.01021,0.04189,0.001875,0.003795833,0.005172667,0.002805,0.01796,0.00046,9.00E-04,0.001875,0.003705,0.01842
UP000004619_CP022479,Faecalibacterium prausnitzii,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium,0.04235,0.038097273,0.015483496,0.02221,0.05369,0.01294,0.02569,0.04235,0.0479,0.06663,0.03031,0.034608,0.018953468,0.02063,0.06059,0.01472,0.0199425,0.03031,0.0405725,0.07531,0.01065,0.011625,0.008072256,0.0066575,0.02933,0.00047,0.00757,0.01065,0.0142275,0.0298,0.00635,0.0111,0.013117126,0.0075175,0.04509,0.00051,0.003805,0.00635,0.0113225,0.0456
UP000215169_CP022754,Parabacteroides sp. CT06,cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides,0.00515,0.00847,0.007586189,0.01223,0.02178,0.00188,0.002585,0.00515,0.014815,0.02366,0.012805,0.015702,0.014084111,0.0117925,0.04088,0.00069,0.0059375,0.012805,0.01773,0.04157,0.006005,0.012016667,0.012151772,0.0158825,0.03736,0.00058,0.00408,0.006005,0.0199625,0.03794,0.012945,0.021375,0.02606898,0.0233075,0.08844,7.00E-04,0.00389,0.012945,0.0271975,0.08914
UP000223709_CP023819,Faecalibacterium prausnitzii,cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium,0.02872,0.024021818,0.011184612,0.017115,0.03607,0.00549,0.01452,0.02872,0.031635,0.04156,0.01519,0.022232,0.015289576,0.0242475,0.0416,0.00745,0.009745,0.01519,0.0339925,0.04905,0.00872,0.009949167,0.008311347,0.011965,0.02705,0.00022,0.00398,0.00872,0.015945,0.02727,0.003335,0.0069125,0.008207503,0.0074375,0.02617,0.00028,0.00144,0.003335,0.0088775,0.02645
UP000225608_CP024160,Collinsella aerofaciens (Strain: indica),cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella,0.02063,0.03678,0.03491272,0.009955,0.0977,0.01271,0.02014,0.02063,0.030095,0.11041,0.029155,0.036106,0.025332006,0.0254875,0.0842,0.00752,0.0191175,0.029155,0.044605,0.09172,0.022445,0.028766667,0.039231412,0.0326925,0.14213,1.00E-05,0.00087,0.022445,0.0335625,0.14214,0.009705,0.030215833,0.065926334,0.0181625,0.23511,0,0.000125,0.009705,0.0182875,0.23511
UP000238983_CP027227,Victivallales bacterium CCUG 44730,cellular organisms; Bacteria; PVC group; Lentisphaerae; Lentisphaeria; Victivallales; unclassified Victivallales,0.00036,0.001075455,0.00137455,0.00173,0.00413,0,5.00E-05,0.00036,0.00178,0.00413,0.000175,0.001694,0.002833934,0.0020475,0.00847,0,0.0001025,0.000175,0.00215,0.00847,2.50E-05,0.002256667,0.00752286,0.000125,0.02614,0,0,2.50E-05,0.000125,0.02614,1.50E-05,0.001025,0.001934521,0.0011125,0.0061,0,0,1.50E-05,0.0011125,0.0061
UP000241454_CP028341,Bifidobacterium adolescentis 1-11,cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium,0.00562,0.007567273,0.006436678,0.009655,0.0177,1.00E-05,0.0023,0.00562,0.011955,0.01771,0.00102,0.005484,0.007065624,0.0080175,0.01939,3.00E-04,0.000755,0.00102,0.0087725,0.01969,0.001445,0.002624167,0.003470178,0.0023,0.01137,0.00013,0.0003825,0.001445,0.0026825,0.0115,3.00E-05,0.000195,0.000269899,0.0003125,0.00074,0,0,3.00E-05,0.0003125,0.00074
UP000006731_CR626927,Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343),Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides fragilis,0.00021,0.000458182,0.000533194,0.000295,0.00149,4.00E-05,0.00017,0.00021,0.000465,0.00153,0.00041,0.000813,0.000882598,0.001125,0.00263,7.00E-05,0.0001275,0.00041,0.0012525,0.0027,0.002965,0.004479167,0.005247523,0.0051075,0.01715,0.00023,0.000465,0.002965,0.0055725,0.01738,0.002385,0.0057275,0.008415588,0.005225,0.0301,0.00034,0.0013975,0.002385,0.0066225,0.03044
UP000008614_CU651637,Escherichia coli O83:H1 (strain NRG 857C / AIEC),Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli,1.00E-05,0.000112727,0.000292407,3.00E-05,0.00098,0,0,1.00E-05,3.00E-05,0.00098,1.00E-05,3.20E-05,5.01E-05,1.75E-05,0.00014,0,2.50E-06,1.00E-05,2.00E-05,0.00014,0.00014,0.0039925,0.010805281,0.00279,0.03808,0,2.00E-05,0.00014,0.00281,0.03808,0.001495,0.010219167,0.022516905,0.006875,0.08,5.00E-05,8.00E-04,0.001495,0.007675,0.08005
UP000002166_DQ489736,Leuconostoc citreum (strain KM20),Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Leuconostocaceae; Leuconostoc; Leuconostoc citreum,0,1.82E-06,4.05E-06,0,1.00E-05,0,0,0,0,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,8.33E-07,2.89E-06,0,1.00E-05,0,0,0,0,1.00E-05,0,5.83E-06,1.24E-05,2.50E-06,4.00E-05,0,0,0,2.50E-06,4.00E-05
UP000002070_FN545816,Peptoclostridium difficile (strain R20291) (Clostridium difficile),Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides; Clostridioides difficile,0.00061,0.000630909,0.00038829,0.00036,0.00143,0.00013,0.000385,0.00061,0.000745,0.00156,0.000815,0.000776,0.000390987,0.00025,0.00149,1.00E-04,0.00064,0.000815,0.00089,0.00159,0.00049,0.0006275,0.000485052,0.000275,0.00191,0.00012,0.000445,0.00049,0.00072,0.00203,0.00034,0.000320833,0.000137408,0.0001675,4.00E-04,0.00011,0.0002475,0.00034,0.000415,0.00051
UP000008563_FN568063,Streptococcus mitis (strain B6),Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis,4.00E-05,7.73E-05,6.34E-05,4.50E-05,2.00E-04,2.00E-05,4.00E-05,4.00E-05,8.50E-05,0.00022,0.000115,0.000243,0.000462074,0.0001025,0.00153,2.00E-05,5.25E-05,0.000115,0.000155,0.00155,9.00E-05,0.000120833,0.000109914,9.25E-05,0.00037,2.00E-05,4.50E-05,9.00E-05,0.0001375,0.00039,5.50E-05,7.67E-05,6.20E-05,6.50E-05,0.00023,1.00E-05,4.50E-05,5.50E-05,0.00011,0.00024
UP000003227_FN665653,Clostridioides difficile NAP08,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides; Clostridioides difficile,3.00E-05,4.27E-05,4.54E-05,3.00E-05,0.00016,1.00E-05,1.50E-05,3.00E-05,4.50E-05,0.00017,2.00E-05,0.000414,0.001253007,2.00E-05,0.00398,0,1.00E-05,2.00E-05,3.00E-05,0.00398,2.00E-05,3.58E-05,3.73E-05,2.50E-05,0.00013,0,1.75E-05,2.00E-05,4.25E-05,0.00013,1.50E-05,6.58E-05,0.0001749,1.25E-05,0.00062,0,1.00E-05,1.50E-05,2.25E-05,0.00062
UP000093938_FO203355,Klebsiella aerogenes (Enterobacter aerogenes),Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella aerogenes,0,9.09E-07,3.02E-06,0,1.00E-05,0,0,0,0,1.00E-05,0,0.000139,0.000439557,0,0.00139,0,0,0,0,0.00139,5.00E-06,2.00E-05,3.05E-05,2.50E-05,1.00E-04,0,0,5.00E-06,2.50E-05,1.00E-04,2.00E-05,4.58E-05,5.16E-05,7.25E-05,0.00014,0,7.50E-06,2.00E-05,8.00E-05,0.00014
*UP000008794_FP929032,Alistipes shahii WAL 8301,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes shahii,0.01089,0.016603636,0.02166204,0.00829,0.07607,0.00335,0.00618,0.01089,0.01447,0.07942,0.010835,0.017766,0.018943185,0.0235925,0.05238,0.00131,0.00364,0.010835,0.0272325,0.05369,0.01772,0.028489167,0.038023544,0.005405,0.13996,0.00397,0.01413,0.01772,0.019535,0.14393,0.017935,0.025145833,0.027202529,0.02572,0.09439,0.00029,0.00749,0.017935,0.03321,0.09468
UP000008795_FP929033,Bacteroides xylanisolvens XB1A,Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides xylanisolvens,0.00246,0.003612727,0.003443789,0.003375,0.01092,0.00056,0.001265,0.00246,0.00464,0.01148,0.00293,0.006058,0.009087201,0.00359,0.031,2.00E-04,0.0021475,0.00293,0.0057375,0.0312,0.00313,0.0053875,0.005419378,0.003735,0.01946,0.00111,0.0024025,0.00313,0.0061375,0.02057,0.00645,0.011940833,0.012742071,0.0139375,0.04439,0.00119,0.00424,0.00645,0.0181775,0.04558
UP000007063_FP929034,Bifidobacterium longum subsp longum F8,Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium longum; Bifidobacterium longum subsp. longum,0.00191,0.002706364,0.002392623,0.00431,0.00595,0.00025,0.000545,0.00191,0.004855,0.0062,0.00101,0.001706,0.002020799,0.00124,0.00661,2.00E-04,0.000475,0.00101,0.001715,0.00681,0.00286,0.003586667,0.00322833,0.00475,0.01116,7.00E-05,0.001065,0.00286,0.005815,0.01123,0.00024,0.001304167,0.002481911,0.0007425,0.00811,1.00E-05,3.00E-05,0.00024,0.0007725,0.00812
UP000008797_FP929037,[Clostridium] cf saccharolyticum K10,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; [Clostridium] saccharolyticum,0.0018,0.002541818,0.001900899,0.00232,0.00541,0.00086,0.00111,0.0018,0.00343,0.00627,0.001865,0.002202,0.001261664,0.0016925,0.00357,0.00067,0.00125,0.001865,0.0029425,0.00424,0.001985,0.002720833,0.002450927,0.0017475,0.00881,0.00074,0.0012425,0.001985,0.00299,0.00955,0.00144,0.0019175,0.001493411,0.00234,0.00449,0.00023,0.0008375,0.00144,0.0031775,0.00472
UP000008798_FP929038,Coprococcus catus GD/7,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus catus,0.0086,0.00915,0.005293141,0.006415,0.01519,0.00265,0.006065,0.0086,0.01248,0.01784,0.010625,0.011398,0.004717131,0.0060525,0.0142,0.0047,0.009245,0.010625,0.0152975,0.0189,0.005405,0.008438333,0.009303931,0.0059875,0.0337,0.00114,0.00319,0.005405,0.0091775,0.03484,0.002325,0.0096275,0.013611479,0.0097275,0.04061,0.00034,0.00192,0.002325,0.0116475,0.04095
*UP000008799_FP929039,Coprococcus sp ART55/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus,0.00813,0.03,0.046591076,0.034735,0.15766,0.00067,0.002415,0.00813,0.03715,0.15833,0.003995,0.010341,0.015726546,0.00417,0.04865,8.00E-04,0.00229,0.003995,0.00646,0.04945,0.001885,0.005605,0.011940849,0.002575,0.04247,0.00031,0.00058,0.001885,0.003155,0.04278,0.00154,0.003901667,0.004694007,0.00549,0.0128,0.00014,0.00072,0.00154,0.00621,0.01294
*UP000008801_FP929041,Faecalitalea cylindroides T2-87,Bacteria; Terrabacteria group; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; Faecalitalea cylindroides,0.00362,0.003244545,0.001738737,0.00218,0.00571,0.00085,0.00198,0.00362,0.00416,0.00656,0.00371,0.003741,0.00206141,0.002415,0.00663,0.00091,0.0023025,0.00371,0.0047175,0.00754,0.00308,0.00335,0.001963554,0.0029125,0.00597,0.00112,0.001535,0.00308,0.0044475,0.00709,0.00216,0.003681667,0.005736819,0.0016525,0.02128,0.00024,0.00134,0.00216,0.0029925,0.02152
UP000007057_FP929042,[Eubacterium] rectale DSM 17629,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; [Eubacterium] rectale,0.03382,0.037604545,0.024801079,0.023775,0.08334,0.00286,0.020875,0.03382,0.04465,0.0862,0.066825,0.06169,0.0408105,0.050015,0.1268,0.00581,0.0363675,0.066825,0.0863825,0.13261,0.007795,0.022568333,0.0305034,0.024145,0.08624,0.00116,0.0033525,0.007795,0.0274975,0.0874,0.00226,0.0060375,0.009924733,0.0036325,0.03601,0.00032,0.0018725,0.00226,0.005505,0.03633
UP000008802_FP929043,[Eubacterium] rectale M104/1,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified Lachnospiraceae; [Eubacterium] rectale,0.01064,0.010830909,0.007256819,0.00636,0.02517,0.00054,0.00587,0.01064,0.01223,0.02571,0.01797,0.016491,0.011864974,0.0106625,0.04104,0.00157,0.009445,0.01797,0.0201075,0.04261,0.002645,0.0074525,0.009357035,0.01012,0.02584,6.00E-05,0.001215,0.002645,0.011335,0.0259,0.000735,0.001719167,0.002515886,0.00119,0.00876,3.00E-05,0.00039,0.000735,0.00158,0.00879
UP000008803_FP929044,[Eubacterium] siraeum 70/3,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified Ruminococcaceae; [Eubacterium] siraeum,0.00348,0.002734545,0.001742454,0.00315,0.00439,0.00036,0.00074,0.00348,0.00389,0.00475,0.00268,0.012528,0.022256394,0.0022025,0.06353,0.00044,0.001585,0.00268,0.0037875,0.06397,0.00178,0.0018275,0.001647108,0.002765,0.00455,0.00012,0.00019,0.00178,0.002955,0.00467,0.00169,0.003553333,0.005205512,0.003625,0.01799,3.00E-05,0.000355,0.00169,0.00398,0.01802
